segment_hash	segment
3bb0760fb9f9ca8332fdde5d7505c5cc	I could put someone in the Waldorf Hotel for 60 to 70 years and feed them three meals a day cheaper than we can litigate a single death penalty case
ede8741c85f715da1fc7cf8de70a6a82	we have seen significant problems -- racial bias, uneven application of the death penalty
b43c76c4c3b3c0a6fe46b9598f2678b4	If, on the other hand, the death penalty is not in force, convicted persons later found to be innocent can be released and compensated for the time they wrongly served in prison
9b5876f77543ff08e46d745b0b37ea9d	every human being had the inherent right to life and none should be deprived of this right
deda23395a0ec1cbbda44260f14ee53f	people understandably assume that it is cheaper to execute murderers than to keep them imprisoned for life, but that is a mistake
c44d09b124abada6387fa89e74c44271	It helps to serve as a deterrent
6c0a1e0705280fab969c8c72eb2e41cd	of cost efficiency
89ddc96065e8cc2a1398f82010499d72	there is only one execution for every 1600 murders in the United States
d1ccc7f6aae7421c10cedcb946c34482	the possibility of someone being put to death if they kill someone is extremely low
93bc1fd87ce309942d7b723391873b25	Another good reason why the death penalty should be used in our society is to protect our loved ones against horrible deaths by murder
1f4ad78ee9d87df793b694608476e9b3	if there was complete abolishment of the death penalty, wrongfully convicted individuals have a chance to seek justice and clear their name
b2ba9976a855aaf2ed427c91bff6a73c	But what can't be debated is the cost savings from not pursuing the death penalty, which Weissmann estimated to be millions of dollars per year
f3d01a97d7130e1cd6742acd73595a04	the greater the publicity surrounding executions, the greater the deterrent effect will be
3646890dddfe952a96fc80690cfc21bb	the criminal justice system is skewed against African Americans and that prosecutors are less likely to seek the death penalty when victims are black
fca6fe664c2b33b0f71e91be5808cbe5	there was no evidence in support of the effectiveness of the death penalty in preventing crime
a6dab77d65bfedda6e5414fd5d8faa9e	we calculated the cost savings by having the death penalty
83df78c655745a2b906f283783e1daa6	execution preserves human dignity, it does not defile it
ceeec37daae466dac4cd12b38456e93f	the dignity of human life must never be taken away
37a889426501b57129233d0b308d9eb8	its use undermines human 43 dignity
14a789c6ecf1921974af0c8b92f857ec	there is no conclusive evidence that it has any value as a deterrent
5b29bc148b54280a07faf3dc67984c52	any miscarriage of justice is irreversible and irreparable
653e4a7fe2ca9418069fc643940e98a6	if the death penalty could be shown to save lives, by deterring violent crime, it might be worth it
4eb3a5e93a5385fd300f0bf733ca84d3	One of the biggest reasons why the death penalty should be removed from our justice system is the economic cost it has on our country
02016bc820539fe559e0df6af63d8b1d	repealing the death penalty could have saved the state nearly $22 million in just those two years
b29519b18bddcbe242ca0d6f6ca52d0a	16 million per execution over the costs of a non-death penalty murder case and estimated additional costs to the state associated with the death penalty at $4 million per year
1b07e5f3704f3b97515289db15c9a483	it is extremely expensive to administer
433b1121b3c7737cf5816972698fb421	criminal justice systems with the death penalty are always more costly than criminal justice systems without the death penalty
c939b09c94aaebdacf05d0a5584078be	It could also be a little comfort for the victim's friends and relatives
c8215bac7c7b81f229142461a59af094	Innocent people are being executed and convicted
4a9004f255ace8b7dedf650482796121	The wrong execution of innocent people creates lack of justice which can never be rectifiable
b9fc428214d9c7fae4cf06c06333f118	"a federal judge said the death penalty amounted to the ""state-sponsored murder of innocent human beings"
08dd48fad0e3e2e4224e2abd026e0a7b	Building a jail can cost the government a huge chunk of money that may be used for community construction
f6c65658c8e7ee7f6bfb718c7a3fba8d	The death penalty is a colossal waste of money that would be better spent putting more cops on the street
dce0ccf2c5351fd72099062b205287d9	the death penalty may not be the cure-all to reduce violent crime
c0e6f5b9e15e4309dab2ee648b1c6ab5	trying death penalty cases to fruition is much more expensive than having a convicted murder live out his or her natural life in prison
6951bfa8dbdc4747a716c09cd84e1542	the death penalty is applied fairly
d5bd52dc5c420142478bc24d3d764778	the death penalty is an enhanced deterrent over a life sentence and any deterrence is significant in that it spares innocent lives
bfbd9e14ae38df69ec4ecf20c1f10b36	The exorbitant costs of capital punishment are actually making America less safe because badly needed financial and legal resources are being diverted from effective crime fighting strategies
3a6d768a003b1f9d971e9759ad3a9bcb	the trends towards decreasing public support and decreased usage of the death penalty continue
d5f6e0db4ab46ad0124184548a5c867b	the death penalty might actually be withering away and we might as well do away with it and join the rest of the western world
683c1608c797c1bd6ccca22ef7d2572b	Others have been freed after re-examinations of their cases showed that they had been wrongly convicted
7923a0789f4db64f9e8bc31ec483d3b6	the death penalty cannot be exempt from reevaluation alongside other wasteful government programs that no longer make sense
8f78b70f77e8d214f28fb0f12e2c8fa3	the only way to fix the death penalty is by ending it
f1d1b0ae90dcc4cf69e37ee74eabb37a	It should be kept because it helps crime rates drop, helps give closure, serves justice, and more
8464b0b0f07ea7a0cae55e5b276ddf71	The death penalty is up to 70% more expensive to implement than comparable non-death penalty cases
842247ee3f58a8c34ced636e20307cc9	anyone who aids terrorists, financially or otherwise, are liable to face the death penalty
53a4c8a94741adaaf272fa32f06d6ad4	The action opens the way for an end to a de facto national moratorium on lethal injection executions
8f716ac2374dd9bb49de3c6baa61c779	If someone inhibits your ability to breathe the air into your lungs then they are taking away the one and only right that you have
36cdcf7f4bbc016a023aae221ca4fe65	Even where the state provides some of the money for the counties to pursue the death penalty, the burden on the county can be crushing
7b6fa7eccfc118091b05f446b6117b3b	it is unfair to charge someone for murder when they are in denial or mentally unstable
9b6d6bac32c6b84c28925b9137c8efe0	The evidence as a whole still gives no support to the deterrent hypothesis
535cfc9d081d8f08df49b0d3db4c347d	Enforcing the death penalty costs Florida $51 million a year above what it would cost to punish all first-degree murderers with life in prison without parole
a6dec16abf6f1c144103da036ea5f80e	inmates often do work in the prison, which can offset some taxpayer money
522c2714b31726b1b00eb66a09751d01	death row inmates almost never work
0fb9b920d3f58c943e9f5b50cfafdead	the criminals continue committing crimes as they do not have the fear of punishment as they know that they will not be killed
f299ccef380ecf9f5de20b3553953661	Since 1973, 111 people have been taken off death row in 25 states after being proved innocent of the crimes for which they were convicted
43f849db94d8feb079c6dc9407065d54	Jurisdictions with the death penalty have higher homicide rates than places without the death penalty
8ca023816ab896dfa540fbd814f392d3	the death penalty is a false promise that goes unfulfilled, leaving victims' families frustrated and angry after years of fighting the legal system
8d95f14f704506b0b36b4b5d7bf9fc08	eye for eye, tooth for tooth
53e87984c6fd89d991dca2c01933e2d3	death penalty is good alternative for lifetime imprisonment
5180cdf9d4a90490098b8ca2091eff90	it's quite normal punishment for murdering and it can save innocent people
5c08e028c733658aa9284600df2e9dd4	it isn't right and can be unjust
a750b22388e938b6657a60a0af82d610	he opposed the death penalty on moral and pragmatic grounds
f5b04041011f2ec23a22b13bd26badc7	it deters crime, prevents recidivism, and is an appropriate punishment for serious crime
2d4b5d65a01a326b11af0f2216177867	The death penalty is a greater protector of innocent lives
749dd2532153ea9ed6d8c9c528d53d05	death row inmates wouldn't cost states as much, since they shouldn't be staying in the prisons into old age
0bf09b5adec7370f9cd31029cdd489bb	The death penalty could be abolished when murder has significantly lessened, but now is not the time
4af492c19336e85bd3ba07c5e8cdffe8	"when presented with the choice of confessing or being sentenced to death, even an innocent person may rationally choose to ""confess"
f585144a35f7f1087d0c87eced79aa35	If the prosecution made decisions not to seek the death penalty, these cases could be substantially shortened
a5290475b82eae0f333d6e565a8e810d	its efficacy and legitimacy remains a constant irritant
4229e89900fcd8172bf4d762495a139a	Somecrimes are really so heinous that the penalty of death sends an appropriatemessage that those who commit them do not deserve to live in our world
