topic,stance,sentence
4,1,controlling the sale of marijuana through legalization will drastically reduce drug dealers' and thus drug lords' stranglehold on society
4,1,other offenders pose a bigger threat to public safety
4,1,HIV/AIDS patients as well as cancer patients undergoing chemotherapy also benefit from the use of medical marijuana
4,1,by making marijuana legal the state in turn would make $1.4 billion through taxes and it would also save money on law enforcement
4,1,legalization means giving businessmen business opportunities that has a potential for long term sustainability
4,1,The most prominent benefit of marijuana legalization in the current fiscal environment is the money it will generate in savings in law enforcement and money raised from taxation
4,1,"it will hurt cartels, not eliminate them, which is still a VERY worthwhile cause"
4,0,is often the first illegal drug used by teenagers
4,0,High-potency marijuana has contributed to addiction for one out of six kids who start using it in their teens
4,0,the smoke from burning marijuana has potentially carcinogenic chemicals
4,1,"Legalizing pot would help to reduce overcrowded court dockets, create more jail and prison space for real criminals, and raise billions of tax dollars"
4,0,Smoking pot is harmful to the body and can have considerable negative health effects
4,1,the benefits of medical marijuana outweigh the risks
4,1,"if the government had another large source of income that they could collect taxes on, our economy would be at least somewhat better"
4,1,"Legalization, they say, would reduce the number of people in prison, and it would shift revenue from drug syndicates to government in the form of tax receipts"
4,1,"there are other benefits from cannabis legalization: It's less likely that you'll get arrested, and if you do get arrested, it's less likely you'll be convicted and go to prison"
4,1,"How can the leading cause of death in the United States which is tobacco, be legal; but the non-lethal, not dangerous, depressant called marijuana be prohibited"
